Teacher_ID,School_ID,Subject,Training_Level,Years_of_Experience,Student_Teacher_Ratio
TCH3753,SCH382,Science,Advanced,14,8
TCH3754,SCH153,Math,Basic,16,12
TCH3755,SCH005,Science,Basic,8,24
TCH3756,SCH403,Social Studies,Basic,11,13
TCH3757,SCH279,Nepali,Advanced,8,27
TCH3758,SCH264,Social Studies,Basic,17,21
TCH3759,SCH367,Social Studies,Basic,1,10
TCH3760,SCH342,Social Studies,Basic,11,21
TCH3761,SCH125,Science,Advanced,10,30
TCH3762,SCH088,Social Studies,Basic,1,20
TCH3763,SCH134,English,Advanced,9,21
TCH3764,SCH076,Nepali,Basic,5,26
TCH3765,SCH005,Social Studies,Basic,2,17
TCH3766,SCH148,Nepali,Advanced,5,26
TCH3767,SCH389,Nepali,Advanced,11,19
TCH3768,SCH015,Math,Advanced,6,11
TCH3769,SCH162,Nepali,Basic,1,21
TCH3770,SCH202,English,Advanced,20,9
TCH3771,SCH144,Social Studies,Basic,5,10
TCH3772,SCH388,Nepali,Advanced,15,10
TCH3773,SCH371,Science,Basic,11,8
TCH3774,SCH238,Nepali,Basic,16,29
TCH3775,SCH470,Math,Basic,4,24
TCH3776,SCH046,Science,Advanced,3,25
TCH3777,SCH320,English,Advanced,12,10
TCH3778,SCH451,Science,Advanced,20,11
TCH3779,SCH224,Math,Basic,4,20
TCH3780,SCH031,Science,Basic,9,27
TCH3781,SCH351,English,Advanced,25,8
TCH3782,SCH320,Social Studies,Advanced,17,8
TCH3783,SCH380,Science,Advanced,16,23
TCH3784,SCH072,English,Advanced,19,15
TCH3785,SCH187,English,Basic,10,21
TCH3786,SCH072,English,Advanced,8,8
TCH3787,SCH273,Social Studies,Basic,4,22
TCH3788,SCH038,Science,Basic,20,21
TCH3789,SCH013,Science,Basic,8,26
TCH3790,SCH269,Social Studies,Basic,14,13
TCH3791,SCH460,English,Advanced,3,8
TCH3792,SCH279,English,Basic,3,30
TCH3793,SCH376,Nepali,Advanced,15,13
TCH3794,SCH442,Nepali,Advanced,1,27
TCH3795,SCH277,Social Studies,Basic,14,8
TCH3796,SCH257,English,Basic,10,26
TCH3797,SCH089,Social Studies,Basic,8,11
TCH3798,SCH153,Science,Basic,5,11
TCH3799,SCH063,Nepali,Advanced,13,21
TCH3800,SCH383,Nepali,Advanced,12,19
TCH3801,SCH008,English,Advanced,12,10
TCH3802,SCH461,English,Basic,9,9
TCH3803,SCH160,Nepali,Basic,16,15
TCH3804,SCH483,Science,Basic,15,19
TCH3805,SCH427,Social Studies,Advanced,22,12
TCH3806,SCH294,Social Studies,Basic,9,29
TCH3807,SCH111,Social Studies,Basic,9,11
TCH3808,SCH397,Social Studies,Basic,11,10
TCH3809,SCH315,Nepali,Advanced,17,11
TCH3810,SCH271,Math,Advanced,6,25
TCH3811,SCH285,Nepali,Basic,7,22
TCH3812,SCH221,Nepali,Basic,13,30
TCH3813,SCH061,Math,Advanced,19,22
TCH3814,SCH121,Math,Basic,13,26
TCH3815,SCH474,English,Basic,6,28
TCH3816,SCH172,Science,Advanced,8,24
TCH3817,SCH185,Science,Basic,7,22
TCH3818,SCH120,Social Studies,Advanced,19,10
TCH3819,SCH183,Social Studies,Advanced,16,13
TCH3820,SCH173,Nepali,Advanced,6,15
TCH3821,SCH264,Nepali,Basic,8,26
TCH3822,SCH361,Social Studies,Basic,16,8
TCH3823,SCH390,Science,Basic,7,9
TCH3824,SCH006,Social Studies,Basic,8,21
TCH3825,SCH048,Science,Basic,3,12
TCH3826,SCH280,Nepali,Advanced,5,11
TCH3827,SCH339,Nepali,Basic,4,8
TCH3828,SCH381,Nepali,Advanced,10,14
TCH3829,SCH301,Science,Basic,13,10
TCH3830,SCH046,English,Basic,7,21
TCH3831,SCH185,Math,Basic,11,25
TCH3832,SCH217,Science,Basic,15,20
TCH3833,SCH304,Nepali,Advanced,20,10
TCH3834,SCH382,English,Advanced,7,10
TCH3835,SCH381,Nepali,Advanced,7,12
TCH3836,SCH137,Social Studies,Basic,11,8
TCH3837,SCH232,English,Basic,5,21
TCH3838,SCH035,Nepali,Advanced,21,8
TCH3839,SCH298,Math,Basic,7,26
TCH3840,SCH456,Math,Advanced,9,8
TCH3841,SCH299,Math,Basic,24,9
TCH3842,SCH069,Nepali,Advanced,4,8
TCH3843,SCH156,Nepali,Basic,12,9
TCH3844,SCH311,Science,Advanced,1,26
TCH3845,SCH398,English,Basic,2,28
TCH3846,SCH129,Science,Advanced,9,23
TCH3847,SCH195,Nepali,Advanced,30,8
TCH3848,SCH257,Nepali,Basic,7,31
TCH3849,SCH363,Science,Advanced,11,21
TCH3850,SCH408,English,Advanced,14,12
TCH3851,SCH065,Math,Advanced,1,9
TCH3852,SCH148,English,Basic,17,22
TCH3853,SCH152,Social Studies,Basic,15,21
TCH3854,SCH430,English,Advanced,13,10
TCH3855,SCH322,Nepali,Advanced,4,17
TCH3856,SCH075,Math,Basic,12,22
TCH3857,SCH229,Science,Basic,18,23
TCH3858,SCH343,English,Basic,11,10
TCH3859,SCH124,Math,Basic,7,9
TCH3860,SCH144,Nepali,Basic,2,11
TCH3861,SCH358,Science,Basic,2,11
TCH3862,SCH113,Nepali,Advanced,6,22
TCH3863,SCH372,Nepali,Advanced,9,10
TCH3864,SCH425,Math,Basic,14,9
TCH3865,SCH339,Nepali,Advanced,7,8
TCH3866,SCH477,Science,Advanced,1,12
TCH3867,SCH101,Social Studies,Advanced,13,12
TCH3868,SCH378,Science,Basic,12,29
TCH3869,SCH185,English,Basic,5,25
TCH3870,SCH067,Science,Advanced,6,11
TCH3871,SCH243,Social Studies,Basic,8,26
TCH3872,SCH455,English,Basic,7,29
TCH3873,SCH013,Science,Basic,5,21
TCH3874,SCH472,Science,Basic,15,27
TCH3875,SCH436,Social Studies,Basic,6,18
TCH3876,SCH111,Social Studies,Advanced,9,8
TCH3877,SCH388,Nepali,Advanced,6,9
TCH3878,SCH393,Math,Basic,15,9
TCH3879,SCH183,Social Studies,Advanced,6,12
TCH3880,SCH338,Social Studies,Basic,5,8
TCH3881,SCH170,Math,Basic,12,23
TCH3882,SCH330,Math,Basic,11,21
TCH3883,SCH323,Math,Advanced,7,8
TCH3884,SCH375,Math,Advanced,13,11
TCH3885,SCH009,Math,Advanced,17,12
TCH3886,SCH479,Science,Advanced,15,8
TCH3887,SCH386,Science,Advanced,14,25
TCH3888,SCH392,English,Basic,12,23
TCH3889,SCH269,Nepali,Basic,12,10
TCH3890,SCH037,Nepali,Basic,2,17
TCH3891,SCH415,English,Advanced,9,12
TCH3892,SCH105,English,Basic,6,24
TCH3893,SCH396,Nepali,Advanced,11,11
TCH3894,SCH389,Math,Basic,2,28
TCH3895,SCH407,Social Studies,Basic,10,9
TCH3896,SCH210,Nepali,Basic,10,24
TCH3897,SCH066,Math,Basic,9,22
TCH3898,SCH198,English,Basic,13,25
TCH3899,SCH276,Science,Advanced,17,11
TCH3900,SCH029,English,Advanced,17,11
TCH3901,SCH368,Social Studies,Basic,9,28
TCH3902,SCH317,Science,Basic,14,14
TCH3903,SCH018,Nepali,Basic,8,26
TCH3904,SCH058,English,Basic,16,9
TCH3905,SCH390,English,Basic,17,9
TCH3906,SCH125,Nepali,Advanced,5,23
TCH3907,SCH047,Science,Advanced,1,10
TCH3908,SCH496,English,Advanced,12,10
TCH3909,SCH466,Social Studies,Advanced,15,9
TCH3910,SCH204,English,Basic,16,8
TCH3911,SCH355,Nepali,Basic,2,24
TCH3912,SCH483,English,Basic,8,26
TCH3913,SCH084,Nepali,Basic,13,14
TCH3914,SCH286,Social Studies,Advanced,1,26
TCH3915,SCH242,Nepali,Advanced,9,11
TCH3916,SCH174,Nepali,Advanced,14,9
TCH3917,SCH370,Nepali,Advanced,5,9
TCH3918,SCH436,English,Advanced,6,20
TCH3919,SCH086,English,Advanced,17,12
TCH3920,SCH159,Math,Advanced,4,17
TCH3921,SCH415,Nepali,Basic,8,8
TCH3922,SCH337,Science,Basic,15,8
TCH3923,SCH382,Nepali,Advanced,2,8
TCH3924,SCH306,Nepali,Advanced,3,11
TCH3925,SCH081,Science,Advanced,7,9
TCH3926,SCH203,Nepali,Basic,8,20
TCH3927,SCH351,Science,Advanced,2,9
TCH3928,SCH360,Math,Advanced,19,8
TCH3929,SCH492,Math,Basic,17,23
TCH3930,SCH066,English,Basic,2,22
TCH3931,SCH054,English,Basic,1,26
TCH3932,SCH157,English,Basic,6,21
TCH3933,SCH124,Science,Advanced,21,8
TCH3934,SCH202,Science,Basic,16,9
TCH3935,SCH395,Science,Basic,17,10
TCH3936,SCH429,English,Advanced,15,9
TCH3937,SCH248,Math,Advanced,13,9
TCH3938,SCH226,Nepali,Advanced,4,8
TCH3939,SCH220,Social Studies,Basic,8,10
TCH3940,SCH192,Nepali,Advanced,10,28
TCH3941,SCH402,Math,Advanced,21,8
TCH3942,SCH207,Social Studies,Advanced,20,8
TCH3943,SCH286,Science,Advanced,8,20
TCH3944,SCH299,Social Studies,Basic,7,8
TCH3945,SCH451,Science,Advanced,12,8
TCH3946,SCH240,Science,Advanced,4,22
TCH3947,SCH422,Nepali,Advanced,8,11
TCH3948,SCH084,Math,Basic,19,8
TCH3949,SCH179,Science,Advanced,7,26
TCH3950,SCH245,Math,Advanced,12,14
TCH3951,SCH101,English,Advanced,10,8
TCH3952,SCH074,Nepali,Basic,5,25
TCH3953,SCH352,Nepali,Basic,10,23
TCH3954,SCH324,English,Basic,12,12
TCH3955,SCH416,Nepali,Basic,17,30
TCH3956,SCH371,Math,Basic,18,11
TCH3957,SCH232,English,Basic,7,24
TCH3958,SCH299,Nepali,Advanced,17,11
TCH3959,SCH233,Social Studies,Basic,15,12
TCH3960,SCH242,Science,Basic,1,10
TCH3961,SCH315,Nepali,Advanced,4,9
TCH3962,SCH466,Social Studies,Basic,11,9
TCH3963,SCH024,Math,Basic,7,11
TCH3964,SCH221,English,Advanced,10,29
TCH3965,SCH265,Math,Basic,10,9
TCH3966,SCH344,Math,Basic,21,23
TCH3967,SCH227,Science,Advanced,2,11
TCH3968,SCH076,Nepali,Basic,12,29
TCH3969,SCH054,Social Studies,Advanced,13,21
TCH3970,SCH239,Math,Advanced,16,11
TCH3971,SCH243,Nepali,Advanced,11,24
TCH3972,SCH040,Social Studies,Basic,18,11
TCH3973,SCH204,Social Studies,Advanced,14,9
TCH3974,SCH447,Nepali,Basic,12,24
TCH3975,SCH205,Math,Advanced,9,24
TCH3976,SCH107,English,Basic,16,10
TCH3977,SCH374,Social Studies,Basic,3,28
TCH3978,SCH348,Social Studies,Advanced,17,10
TCH3979,SCH077,Math,Basic,9,21
TCH3980,SCH044,Science,Advanced,8,22
TCH3981,SCH222,Nepali,Advanced,15,11
TCH3982,SCH394,Social Studies,Advanced,18,10
TCH3983,SCH237,Math,Basic,15,9
TCH3984,SCH105,Math,Basic,2,22
TCH3985,SCH103,English,Basic,15,9
TCH3986,SCH133,English,Basic,1,24
TCH3987,SCH178,English,Basic,10,9
TCH3988,SCH180,Social Studies,Basic,10,33
TCH3989,SCH259,Math,Basic,2,30
TCH3990,SCH442,Math,Basic,8,29
TCH3991,SCH117,Math,Basic,10,25
TCH3992,SCH343,Social Studies,Advanced,14,8
TCH3993,SCH452,Math,Basic,5,25
TCH3994,SCH340,Science,Advanced,4,10
TCH3995,SCH424,Social Studies,Basic,3,26
TCH3996,SCH331,Math,Basic,14,12
TCH3997,SCH483,Nepali,Advanced,9,20
TCH3998,SCH222,Science,Advanced,8,8
TCH3999,SCH428,Math,Basic,14,9
TCH4000,SCH324,Science,Basic,12,9
TCH4001,SCH291,Science,Basic,4,10
TCH4002,SCH400,Social Studies,Basic,12,22
TCH4003,SCH080,Social Studies,Basic,6,27
TCH4004,SCH494,English,Advanced,7,9
TCH4005,SCH134,Math,Advanced,10,28
TCH4006,SCH115,Science,Basic,12,8
TCH4007,SCH034,Math,Basic,9,23
TCH4008,SCH325,Science,Basic,11,8
TCH4009,SCH038,Science,Basic,3,27
TCH4010,SCH045,Math,Basic,9,23
TCH4011,SCH077,Social Studies,Advanced,3,29
TCH4012,SCH078,Social Studies,Advanced,15,14
TCH4013,SCH460,Math,Basic,7,8
TCH4014,SCH414,Math,Advanced,14,9
TCH4015,SCH049,Science,Basic,10,8
TCH4016,SCH208,English,Basic,12,8
TCH4017,SCH133,Nepali,Basic,3,22
TCH4018,SCH044,English,Basic,1,28
TCH4019,SCH260,Math,Basic,11,9
TCH4020,SCH284,Social Studies,Advanced,19,8
TCH4021,SCH484,Science,Basic,2,27
TCH4022,SCH490,Nepali,Basic,2,16
TCH4023,SCH294,Science,Basic,10,25
TCH4024,SCH435,Science,Advanced,9,8
TCH4025,SCH450,English,Basic,15,9
TCH4026,SCH242,Nepali,Advanced,16,11
TCH4027,SCH390,Nepali,Basic,7,8
TCH4028,SCH345,Nepali,Advanced,14,10
TCH4029,SCH184,Nepali,Advanced,13,9
TCH4030,SCH065,Science,Basic,17,16
TCH4031,SCH007,Science,Basic,16,26
TCH4032,SCH027,Social Studies,Basic,16,9
TCH4033,SCH102,English,Basic,1,31
TCH4034,SCH177,English,Advanced,7,8
TCH4035,SCH261,English,Basic,13,34
TCH4036,SCH035,English,Advanced,14,9
TCH4037,SCH357,English,Advanced,13,26
TCH4038,SCH307,Social Studies,Basic,4,8
TCH4039,SCH117,English,Basic,5,26
TCH4040,SCH280,Math,Basic,16,9
TCH4041,SCH468,Science,Advanced,18,12
TCH4042,SCH269,Science,Advanced,11,8
TCH4043,SCH168,Science,Basic,11,32
TCH4044,SCH245,Social Studies,Basic,9,13
TCH4045,SCH124,Nepali,Advanced,8,9
TCH4046,SCH478,Math,Basic,19,9
TCH4047,SCH089,English,Advanced,3,11
TCH4048,SCH213,Social Studies,Advanced,4,11
TCH4049,SCH355,Nepali,Basic,11,30
TCH4050,SCH106,English,Advanced,3,21
TCH4051,SCH162,English,Advanced,7,23
TCH4052,SCH208,Social Studies,Advanced,2,9
TCH4053,SCH381,Social Studies,Basic,12,11
TCH4054,SCH052,English,Advanced,9,24
TCH4055,SCH232,Math,Basic,15,23
TCH4056,SCH190,Science,Advanced,4,24
TCH4057,SCH390,Social Studies,Advanced,15,9
TCH4058,SCH298,Nepali,Basic,10,27
TCH4059,SCH472,Nepali,Advanced,4,23
TCH4060,SCH249,English,Advanced,23,10
TCH4061,SCH259,Science,Basic,1,22
TCH4062,SCH311,Social Studies,Basic,11,24
TCH4063,SCH351,Nepali,Advanced,11,11
TCH4064,SCH448,Nepali,Advanced,7,10
TCH4065,SCH257,Nepali,Basic,7,25
TCH4066,SCH252,Nepali,Basic,9,9
TCH4067,SCH166,Social Studies,Basic,14,8
TCH4068,SCH484,Social Studies,Basic,5,31
TCH4069,SCH445,Math,Basic,15,11
TCH4070,SCH239,English,Advanced,12,10
TCH4071,SCH185,Math,Basic,3,26
TCH4072,SCH230,Nepali,Basic,13,11
TCH4073,SCH090,Science,Basic,6,24
TCH4074,SCH142,Science,Basic,27,10
TCH4075,SCH142,Social Studies,Advanced,7,11
TCH4076,SCH282,Nepali,Basic,8,21
TCH4077,SCH045,Nepali,Basic,10,29
TCH4078,SCH145,Math,Advanced,7,12
TCH4079,SCH222,Nepali,Advanced,8,8
TCH4080,SCH431,Nepali,Basic,12,11
TCH4081,SCH286,Social Studies,Basic,12,26
TCH4082,SCH462,Nepali,Basic,2,21
TCH4083,SCH468,Math,Advanced,9,11
TCH4084,SCH039,Math,Advanced,6,28
TCH4085,SCH432,Social Studies,Advanced,23,8
TCH4086,SCH094,Nepali,Basic,8,27
TCH4087,SCH324,Social Studies,Advanced,17,10
TCH4088,SCH378,Social Studies,Basic,7,18
TCH4089,SCH114,Science,Basic,9,11
TCH4090,SCH449,Math,Advanced,14,20
TCH4091,SCH008,Math,Advanced,19,12
TCH4092,SCH054,Math,Advanced,8,21
TCH4093,SCH170,Nepali,Advanced,14,24
TCH4094,SCH010,Social Studies,Basic,10,21
TCH4095,SCH124,Math,Basic,3,11
TCH4096,SCH352,Nepali,Advanced,9,26
TCH4097,SCH243,Social Studies,Basic,2,28
TCH4098,SCH300,Nepali,Advanced,16,14
TCH4099,SCH315,Nepali,Advanced,10,8
TCH4100,SCH467,Social Studies,Basic,9,9
TCH4101,SCH132,English,Basic,12,11
TCH4102,SCH200,Math,Basic,5,29
TCH4103,SCH227,Social Studies,Advanced,12,8
TCH4104,SCH342,Science,Basic,7,22
TCH4105,SCH267,English,Basic,12,12
TCH4106,SCH490,English,Basic,2,24
TCH4107,SCH466,Science,Advanced,21,9
TCH4108,SCH341,Social Studies,Basic,4,32
TCH4109,SCH258,Math,Basic,15,12
TCH4110,SCH488,Science,Basic,7,9
TCH4111,SCH029,Social Studies,Basic,6,11
TCH4112,SCH313,Nepali,Advanced,7,8
TCH4113,SCH245,Nepali,Advanced,12,10
TCH4114,SCH147,English,Basic,7,25
TCH4115,SCH292,Nepali,Advanced,21,12
TCH4116,SCH271,English,Basic,7,27
TCH4117,SCH330,Nepali,Basic,12,26
TCH4118,SCH218,Math,Basic,4,17
TCH4119,SCH391,Nepali,Advanced,22,10
TCH4120,SCH230,Social Studies,Advanced,14,8
TCH4121,SCH151,Nepali,Advanced,6,21
TCH4122,SCH286,Social Studies,Basic,2,26
TCH4123,SCH106,Science,Advanced,9,25
TCH4124,SCH307,English,Advanced,12,11
TCH4125,SCH481,English,Advanced,1,11
TCH4126,SCH099,English,Basic,25,8
TCH4127,SCH127,English,Advanced,1,8
TCH4128,SCH034,Nepali,Basic,12,20
TCH4129,SCH012,Science,Advanced,13,10
TCH4130,SCH469,Science,Advanced,7,23
TCH4131,SCH150,Nepali,Advanced,10,8
TCH4132,SCH448,Nepali,Advanced,16,12
TCH4133,SCH459,English,Basic,13,8
TCH4134,SCH192,Social Studies,Basic,7,24
TCH4135,SCH039,Math,Basic,5,25
TCH4136,SCH405,Science,Basic,10,12
TCH4137,SCH153,English,Basic,6,9
TCH4138,SCH418,Math,Basic,6,9
TCH4139,SCH273,English,Basic,9,23
TCH4140,SCH186,English,Basic,17,13
TCH4141,SCH398,English,Basic,1,28
TCH4142,SCH033,English,Basic,7,24
TCH4143,SCH439,English,Advanced,10,11
TCH4144,SCH329,Nepali,Advanced,12,11
TCH4145,SCH453,Science,Basic,8,27
TCH4146,SCH142,Nepali,Advanced,16,9
TCH4147,SCH320,Math,Basic,16,10
TCH4148,SCH199,Social Studies,Advanced,13,8
TCH4149,SCH186,Science,Basic,6,10
TCH4150,SCH339,Nepali,Basic,15,9
TCH4151,SCH360,Science,Advanced,16,8
TCH4152,SCH215,Social Studies,Basic,7,22
TCH4153,SCH496,Nepali,Advanced,8,8
TCH4154,SCH274,Science,Advanced,30,12
TCH4155,SCH112,Math,Basic,10,23
TCH4156,SCH394,Math,Advanced,5,8
TCH4157,SCH366,English,Basic,7,28
TCH4158,SCH141,Nepali,Basic,5,11
TCH4159,SCH071,Nepali,Advanced,13,10
TCH4160,SCH214,Math,Basic,21,26
TCH4161,SCH490,Social Studies,Basic,9,22
TCH4162,SCH221,English,Basic,4,20
TCH4163,SCH208,English,Basic,4,9
TCH4164,SCH202,Nepali,Advanced,15,8
TCH4165,SCH123,Social Studies,Basic,7,21
TCH4166,SCH420,Math,Basic,11,23
TCH4167,SCH347,Math,Basic,17,8
TCH4168,SCH067,Science,Advanced,14,10
TCH4169,SCH431,Math,Advanced,14,12
TCH4170,SCH471,Nepali,Basic,17,25
TCH4171,SCH404,Science,Basic,7,30
TCH4172,SCH415,English,Advanced,7,10
TCH4173,SCH138,Math,Advanced,5,24
TCH4174,SCH190,Science,Advanced,4,27
TCH4175,SCH300,English,Basic,10,8
TCH4176,SCH177,English,Basic,4,10
TCH4177,SCH474,Nepali,Basic,13,17
TCH4178,SCH304,Nepali,Advanced,10,8
TCH4179,SCH099,Math,Basic,17,8
TCH4180,SCH248,Math,Advanced,11,8
TCH4181,SCH126,Social Studies,Basic,13,21
TCH4182,SCH449,English,Basic,13,25
TCH4183,SCH030,Social Studies,Basic,3,27
TCH4184,SCH355,English,Basic,11,31
TCH4185,SCH401,Nepali,Basic,10,27
TCH4186,SCH336,Science,Advanced,12,15
TCH4187,SCH466,English,Basic,14,12
TCH4188,SCH374,Nepali,Basic,9,22
TCH4189,SCH493,Math,Basic,4,24
TCH4190,SCH095,Nepali,Basic,7,25
TCH4191,SCH371,Social Studies,Advanced,12,11
TCH4192,SCH309,Nepali,Advanced,4,11
TCH4193,SCH103,Nepali,Advanced,19,8
TCH4194,SCH272,English,Advanced,9,11
TCH4195,SCH255,Social Studies,Advanced,14,8
TCH4196,SCH351,Math,Advanced,15,8
TCH4197,SCH425,Social Studies,Advanced,15,12
TCH4198,SCH284,Science,Advanced,11,11
TCH4199,SCH104,Math,Basic,9,21
TCH4200,SCH244,Science,Advanced,8,9
TCH4201,SCH291,Nepali,Advanced,10,12
TCH4202,SCH176,Social Studies,Advanced,15,28
TCH4203,SCH110,English,Basic,15,26
TCH4204,SCH305,Social Studies,Basic,1,25
TCH4205,SCH444,Math,Basic,4,27
TCH4206,SCH161,English,Basic,7,26
TCH4207,SCH230,English,Basic,12,8
TCH4208,SCH310,Math,Basic,3,23
TCH4209,SCH290,Social Studies,Basic,14,12
TCH4210,SCH034,Science,Advanced,10,35
TCH4211,SCH025,English,Advanced,15,10
TCH4212,SCH165,English,Basic,13,19
TCH4213,SCH077,Math,Basic,4,27
TCH4214,SCH143,Science,Basic,7,12
TCH4215,SCH418,Science,Advanced,9,11
TCH4216,SCH117,Social Studies,Basic,8,32
TCH4217,SCH485,Math,Advanced,16,11
TCH4218,SCH364,Science,Advanced,6,22
TCH4219,SCH074,Math,Advanced,8,27
TCH4220,SCH130,Social Studies,Basic,14,8
TCH4221,SCH197,English,Advanced,9,10
TCH4222,SCH386,English,Basic,3,26
TCH4223,SCH333,Nepali,Basic,5,27
TCH4224,SCH003,Math,Advanced,10,10
TCH4225,SCH288,Social Studies,Basic,8,27
TCH4226,SCH359,Nepali,Basic,17,8
TCH4227,SCH399,Science,Basic,11,10
TCH4228,SCH155,English,Advanced,30,11
TCH4229,SCH232,English,Basic,8,20
TCH4230,SCH170,Nepali,Advanced,7,34
TCH4231,SCH048,Social Studies,Basic,3,9
TCH4232,SCH029,English,Advanced,19,14
TCH4233,SCH436,English,Basic,7,27
TCH4234,SCH467,English,Advanced,17,11
TCH4235,SCH118,English,Advanced,13,12
TCH4236,SCH130,Social Studies,Advanced,19,10
TCH4237,SCH238,English,Basic,16,25
TCH4238,SCH456,Math,Advanced,13,9
TCH4239,SCH049,Social Studies,Advanced,1,10
TCH4240,SCH302,Social Studies,Advanced,13,8
TCH4241,SCH181,Nepali,Advanced,8,12
TCH4242,SCH385,Nepali,Advanced,4,9
TCH4243,SCH218,Math,Basic,12,20
TCH4244,SCH277,Nepali,Advanced,12,10
TCH4245,SCH350,Social Studies,Advanced,17,10
TCH4246,SCH399,Social Studies,Advanced,14,9
TCH4247,SCH376,Social Studies,Advanced,14,11
TCH4248,SCH483,Math,Basic,1,26
TCH4249,SCH088,Math,Basic,21,22
TCH4250,SCH016,Social Studies,Basic,13,8
TCH4251,SCH064,Social Studies,Advanced,14,27
TCH4252,SCH124,Math,Advanced,11,11
TCH4253,SCH111,Social Studies,Advanced,17,8
TCH4254,SCH406,Math,Basic,14,10
TCH4255,SCH203,Nepali,Advanced,8,25
TCH4256,SCH200,Social Studies,Basic,12,19
TCH4257,SCH097,Social Studies,Basic,9,10
TCH4258,SCH125,Nepali,Advanced,5,24
TCH4259,SCH058,Nepali,Basic,10,12
TCH4260,SCH422,Math,Basic,12,13
TCH4261,SCH044,Nepali,Advanced,8,29
TCH4262,SCH395,Social Studies,Basic,15,12
TCH4263,SCH320,Science,Basic,10,10
TCH4264,SCH294,English,Advanced,1,19
TCH4265,SCH017,Nepali,Basic,12,22
TCH4266,SCH097,Nepali,Basic,18,9
TCH4267,SCH310,Science,Basic,12,28
TCH4268,SCH453,Social Studies,Basic,1,23
TCH4269,SCH064,Nepali,Advanced,2,15
TCH4270,SCH411,English,Basic,4,18
TCH4271,SCH049,English,Basic,11,8
TCH4272,SCH077,Science,Basic,10,25
TCH4273,SCH287,Science,Advanced,12,28
TCH4274,SCH245,Social Studies,Advanced,17,10
TCH4275,SCH227,Social Studies,Advanced,9,9
TCH4276,SCH225,Science,Basic,4,24
TCH4277,SCH417,Science,Basic,12,28
TCH4278,SCH376,Social Studies,Basic,2,10
TCH4279,SCH135,Social Studies,Basic,12,8
TCH4280,SCH131,Nepali,Advanced,11,32
TCH4281,SCH453,English,Advanced,5,24
TCH4282,SCH152,Social Studies,Basic,10,34
TCH4283,SCH462,English,Advanced,12,22
TCH4284,SCH493,English,Basic,4,25
TCH4285,SCH319,Nepali,Basic,11,11
TCH4286,SCH104,Science,Basic,8,25
TCH4287,SCH120,Nepali,Advanced,7,9
TCH4288,SCH090,English,Basic,10,33
TCH4289,SCH294,English,Basic,7,26
TCH4290,SCH087,Nepali,Advanced,9,8
TCH4291,SCH242,English,Advanced,15,10
TCH4292,SCH262,Social Studies,Basic,1,19
TCH4293,SCH188,Science,Basic,12,21
TCH4294,SCH173,Science,Basic,12,10
TCH4295,SCH370,Social Studies,Basic,12,9
TCH4296,SCH043,Social Studies,Basic,15,12
TCH4297,SCH131,Math,Basic,7,19
TCH4298,SCH429,Math,Advanced,5,12
TCH4299,SCH108,Science,Basic,7,11
TCH4300,SCH343,Science,Basic,3,8
TCH4301,SCH182,Science,Advanced,14,8
TCH4302,SCH479,Math,Basic,19,9
TCH4303,SCH055,Science,Basic,6,8
TCH4304,SCH351,Science,Advanced,23,9
TCH4305,SCH172,Nepali,Advanced,7,24
TCH4306,SCH161,Social Studies,Basic,9,25
TCH4307,SCH302,Science,Basic,12,8
TCH4308,SCH419,Social Studies,Advanced,16,9
TCH4309,SCH407,Nepali,Basic,18,13
TCH4310,SCH256,Science,Basic,7,25
TCH4311,SCH351,Social Studies,Advanced,10,8
TCH4312,SCH281,Math,Basic,15,23
TCH4313,SCH118,Social Studies,Advanced,13,8
TCH4314,SCH031,Math,Basic,2,16
TCH4315,SCH156,Math,Advanced,12,8
TCH4316,SCH312,English,Advanced,9,10
TCH4317,SCH234,Science,Basic,2,8
TCH4318,SCH241,English,Advanced,13,10
TCH4319,SCH034,English,Advanced,1,26
TCH4320,SCH274,Nepali,Advanced,5,10
TCH4321,SCH429,Math,Basic,13,12
TCH4322,SCH248,Science,Advanced,11,9
TCH4323,SCH380,Social Studies,Advanced,2,26
TCH4324,SCH297,Science,Basic,3,8
TCH4325,SCH010,Science,Advanced,1,18
TCH4326,SCH383,Math,Basic,12,21
TCH4327,SCH107,Science,Basic,9,8
TCH4328,SCH376,Social Studies,Basic,18,9
TCH4329,SCH397,Nepali,Advanced,12,8
TCH4330,SCH121,English,Basic,17,19
TCH4331,SCH355,Social Studies,Advanced,5,30
TCH4332,SCH133,Science,Advanced,7,26
TCH4333,SCH384,Math,Basic,15,11
TCH4334,SCH315,English,Basic,18,11
TCH4335,SCH102,Math,Advanced,1,27
TCH4336,SCH362,Social Studies,Basic,9,10
TCH4337,SCH238,Science,Basic,2,28
TCH4338,SCH079,English,Advanced,9,9
TCH4339,SCH470,Nepali,Advanced,12,22
TCH4340,SCH351,Social Studies,Advanced,12,10
TCH4341,SCH329,Science,Advanced,13,9
TCH4342,SCH294,Science,Basic,6,23
TCH4343,SCH460,English,Advanced,17,10
TCH4344,SCH480,Nepali,Basic,17,11
TCH4345,SCH227,Science,Advanced,16,9
TCH4346,SCH497,English,Basic,8,17
TCH4347,SCH393,English,Advanced,2,8
TCH4348,SCH474,Science,Basic,6,30
TCH4349,SCH401,Social Studies,Basic,11,22
TCH4350,SCH333,Social Studies,Basic,14,24
